model,true_portion,diff_steps,B,b,reps,t_min,t_max,accumulate,epoch,verbose,no_seed,no_warnings,ckpt_dir,vis_dir,save_fig,date,gns_est,g_norm,b_true,runtime,user,host
0020000.pt,0.1,1000,10000,100,5,,,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/2_hyperparameters/visuals,,2025-01-29 00:07:13,17.253965377807617,0.649376630783081,5000,0:14:43.149583,cimsir,buchit.cip.ifi.lmu.de
0020000.pt,0.1,1000,5000,50,5,,,True,False,False,False,True,checkpoints,/home/c/cimsir/GenAI_Practical/gns_experiments/2_hyperparameters/visuals,,2025-01-29 05:11:33,2.2408621311187744,0.649705171585083,5000,0:07:35.947758,cimsir,andesit.cip.ifi.lmu.de
